"Time (s)"	"Illuminance (lx)"
3.278567100E-2	2.830000000E2
5.478567100E-2	2.870000000E2
9.478567100E-2	2.850000000E2
1.347856710E-1	2.870000000E2
1.747856710E-1	2.840000000E2
2.147856710E-1	2.830000000E2
2.547856710E-1	2.860000000E2
2.947856710E-1	2.880000000E2
3.347856710E-1	2.870000000E2
3.747856710E-1	2.830000000E2
4.547856710E-1	2.870000000E2
5.347856710E-1	2.820000000E2
6.147856710E-1	2.850000000E2
6.547856710E-1	2.840000000E2
6.947856710E-1	2.830000000E2
7.347856710E-1	2.850000000E2
8.147856710E-1	2.860000000E2
8.547856710E-1	2.830000000E2
8.947856710E-1	2.820000000E2
9.347856710E-1	2.840000000E2
9.747856710E-1	2.850000000E2
1.014785671E0	2.880000000E2
1.054785671E0	2.870000000E2
1.094785671E0	2.820000000E2
1.134785671E0	2.840000000E2
1.174785671E0	2.870000000E2
1.214785671E0	2.850000000E2
1.254785671E0	2.860000000E2
1.294785671E0	2.840000000E2
1.334785671E0	2.820000000E2
1.374785671E0	2.840000000E2
1.414785671E0	2.850000000E2
1.454785671E0	2.820000000E2
1.494785671E0	2.870000000E2
1.574786671E0	2.860000000E2
1.614785671E0	2.840000000E2
1.654785671E0	2.870000000E2
1.694785671E0	2.850000000E2
1.734785671E0	2.870000000E2
1.774785671E0	2.830000000E2
1.814785671E0	2.820000000E2
1.854785671E0	2.850000000E2
1.974785671E0	2.840000000E2
2.014785671E0	2.870000000E2
2.054785671E0	2.880000000E2
2.094785671E0	2.860000000E2
2.174785671E0	2.820000000E2
2.214785671E0	2.840000000E2
2.294785671E0	2.860000000E2
2.334785671E0	2.840000000E2
2.454785671E0	2.830000000E2
2.534785671E0	2.850000000E2
2.574786671E0	2.820000000E2
2.614785671E0	2.850000000E2
2.694785671E0	2.880000000E2
2.734785671E0	2.840000000E2
2.812209231E0	2.850000000E2
2.852209231E0	2.840000000E2
2.892209231E0	2.890000000E2
2.932209231E0	2.830000000E2
2.972209231E0	2.820000000E2
3.012209231E0	2.850000000E2
3.052209231E0	2.880000000E2
3.092209231E0	2.870000000E2
3.172209231E0	2.830000000E2
3.212209231E0	2.850000000E2
3.292209231E0	2.880000000E2
3.332209231E0	2.850000000E2
3.372209231E0	2.830000000E2
3.452209231E0	2.870000000E2
3.492209231E0	2.850000000E2
3.532209231E0	2.830000000E2
3.572210231E0	2.860000000E2
3.612209231E0	2.850000000E2
3.692209231E0	2.860000000E2
3.732209231E0	2.850000000E2
3.772209231E0	2.830000000E2
3.812209231E0	2.880000000E2
3.852209231E0	2.850000000E2
3.892209231E0	2.870000000E2
3.932209231E0	2.830000000E2
3.972209231E0	2.870000000E2
4.012209231E0	2.860000000E2
4.052209231E0	2.880000000E2
4.092209231E0	2.850000000E2
4.172209231E0	2.870000000E2
4.252209231E0	2.850000000E2
4.292209231E0	2.840000000E2
4.332209231E0	2.880000000E2
4.412209231E0	2.850000000E2
4.452209231E0	2.840000000E2
4.492209231E0	2.860000000E2
4.572210231E0	2.880000000E2
4.612209231E0	2.840000000E2
4.692209231E0	2.870000000E2
4.732209231E0	2.880000000E2
4.772209231E0	2.850000000E2
4.812209231E0	2.810000000E2
4.852209231E0	2.850000000E2
4.892209231E0	2.870000000E2
4.932209231E0	2.840000000E2
5.012209231E0	2.830000000E2
5.052209231E0	2.840000000E2
5.172209231E0	2.870000000E2
5.212209231E0	2.840000000E2
5.252209231E0	2.860000000E2
5.292209231E0	2.840000000E2
5.372209231E0	2.880000000E2
5.412209231E0	2.850000000E2
5.452209231E0	2.840000000E2
5.492209231E0	2.820000000E2
5.532209231E0	2.810000000E2
5.572210231E0	2.890000000E2
5.612209231E0	2.850000000E2
5.652209231E0	2.890000000E2
5.692209231E0	2.820000000E2
5.732209231E0	2.830000000E2
5.812209231E0	2.880000000E2
5.852209231E0	2.850000000E2
5.892209231E0	2.820000000E2
5.932209231E0	2.850000000E2
5.972209231E0	2.890000000E2
6.012209231E0	2.880000000E2
6.052209231E0	2.870000000E2
6.092209231E0	2.830000000E2
6.132209231E0	2.870000000E2
6.172209231E0	2.880000000E2
6.212209231E0	2.860000000E2
6.252209231E0	2.840000000E2
6.292209231E0	2.830000000E2
6.332209231E0	2.880000000E2
6.372209231E0	2.830000000E2
6.412209231E0	2.870000000E2
6.452209231E0	2.810000000E2
6.492209231E0	2.850000000E2
6.532209231E0	2.890000000E2
6.572210231E0	2.870000000E2
6.612209231E0	2.840000000E2
6.652209231E0	2.870000000E2
6.732209231E0	2.830000000E2
6.772209231E0	2.890000000E2
6.812209231E0	2.830000000E2
6.892209231E0	2.850000000E2
6.932209231E0	2.880000000E2
6.972209231E0	2.890000000E2
7.012209231E0	2.840000000E2
7.052209231E0	2.870000000E2
7.092209231E0	2.860000000E2
7.132209231E0	2.880000000E2
7.172209231E0	2.850000000E2
7.212209231E0	2.840000000E2
7.252209231E0	2.860000000E2
7.292209231E0	2.870000000E2
7.332209231E0	2.840000000E2
7.372209231E0	2.850000000E2
7.412209231E0	2.870000000E2
7.452209231E0	2.860000000E2
7.492209231E0	2.850000000E2
7.612209231E0	2.850000000E2
7.692209231E0	2.870000000E2
7.732209231E0	2.820000000E2
7.772209231E0	2.870000000E2
7.852209231E0	2.860000000E2
7.932209231E0	2.830000000E2
7.972209231E0	2.880000000E2
8.012209231E0	2.870000000E2
8.052209231E0	2.850000000E2
8.092209231E0	2.870000000E2
8.132209231E0	2.840000000E2
8.172209231E0	2.860000000E2
8.212209231E0	2.890000000E2
8.252209231E0	2.850000000E2
8.292209231E0	2.830000000E2
8.372209231E0	2.860000000E2
8.412209231E0	2.870000000E2
8.452209231E0	2.850000000E2
8.492209231E0	2.860000000E2
8.532209231E0	2.850000000E2
8.572210231E0	2.860000000E2
8.612209231E0	2.830000000E2
8.652209231E0	2.850000000E2
8.692209231E0	2.820000000E2
8.732209231E0	2.850000000E2
8.772209231E0	2.860000000E2
8.812209231E0	2.890000000E2
8.852209231E0	2.850000000E2
8.892209231E0	2.860000000E2
8.932209231E0	2.870000000E2
8.972209231E0	2.860000000E2
9.012209231E0	2.870000000E2
9.052209231E0	2.820000000E2
9.092209231E0	2.840000000E2
9.132209231E0	2.870000000E2
9.172209231E0	2.860000000E2
9.212209231E0	2.840000000E2
9.252209231E0	2.850000000E2
9.292209231E0	2.870000000E2
9.372209231E0	2.860000000E2
9.412209231E0	2.850000000E2
9.452209231E0	2.860000000E2
9.492209231E0	2.870000000E2
9.532209231E0	2.820000000E2
9.572210231E0	2.840000000E2
9.612209231E0	2.820000000E2
9.652209231E0	2.870000000E2
9.692209231E0	2.850000000E2
9.732209231E0	2.830000000E2
9.772209231E0	2.900000000E2
9.812209231E0	2.880000000E2
9.852209231E0	2.830000000E2
9.892209231E0	2.850000000E2
9.932209231E0	2.900000000E2
9.972209231E0	2.870000000E2
1.001220923E1	2.840000000E2
1.005220923E1	2.810000000E2
1.009220923E1	2.860000000E2
1.013220923E1	2.840000000E2
1.017220923E1	2.860000000E2
1.021220923E1	2.840000000E2
1.025220923E1	2.870000000E2
1.029220923E1	2.880000000E2
1.033220923E1	2.850000000E2
1.037220923E1	2.840000000E2
1.041220923E1	2.850000000E2
1.045220923E1	2.870000000E2
1.049220923E1	2.860000000E2
1.053220923E1	2.840000000E2
1.057221023E1	2.820000000E2
1.061220923E1	2.860000000E2
1.065220923E1	2.870000000E2
1.069220923E1	2.800000000E2
1.073220923E1	2.860000000E2
1.077220923E1	2.840000000E2
1.081220923E1	2.850000000E2
1.089220923E1	2.870000000E2
1.093220923E1	2.860000000E2
1.101220923E1	2.880000000E2
1.105220923E1	2.860000000E2
1.109220923E1	2.830000000E2
1.113220923E1	2.860000000E2
1.117220923E1	2.870000000E2
1.121220923E1	2.820000000E2
1.129220923E1	2.860000000E2
1.137220923E1	2.870000000E2
1.141220923E1	2.820000000E2
1.145220923E1	2.860000000E2
1.149220923E1	2.870000000E2
1.153220923E1	2.840000000E2
1.157221023E1	2.850000000E2
