"Time (s)"	"Illuminance (lx)"
3.316072400E-2	6.460000000E2
7.516072400E-2	6.390000000E2
1.151607240E-1	6.360000000E2
1.551607240E-1	6.420000000E2
1.951607240E-1	6.450000000E2
2.351607240E-1	6.370000000E2
2.751607240E-1	6.350000000E2
3.151607240E-1	6.440000000E2
3.951607240E-1	6.390000000E2
4.351607240E-1	6.370000000E2
4.751607240E-1	6.430000000E2
5.151607240E-1	6.390000000E2
5.551607240E-1	6.380000000E2
5.951617240E-1	6.430000000E2
6.351607240E-1	6.420000000E2
7.151607240E-1	6.410000000E2
7.551607240E-1	6.440000000E2
7.951607240E-1	6.370000000E2
8.351607240E-1	6.400000000E2
8.751607240E-1	6.450000000E2
9.151607240E-1	6.430000000E2
9.551607240E-1	6.380000000E2
9.951607240E-1	6.410000000E2
1.035160724E0	6.440000000E2
1.075160724E0	6.400000000E2
1.155160724E0	6.420000000E2
1.195160724E0	6.430000000E2
1.235160724E0	6.410000000E2
1.355160724E0	6.410000000E2
1.435160724E0	6.430000000E2
1.475160724E0	6.420000000E2
1.595161724E0	6.440000000E2
1.635160724E0	6.400000000E2
1.675160724E0	6.420000000E2
1.715160724E0	6.430000000E2
1.755160724E0	6.420000000E2
1.795160724E0	6.410000000E2
1.835160724E0	6.430000000E2
1.875160724E0	6.400000000E2
1.915160724E0	6.420000000E2
1.955160724E0	6.410000000E2
1.995160724E0	6.420000000E2
2.035160724E0	6.400000000E2
2.115160724E0	6.430000000E2
2.195160724E0	6.400000000E2
2.275160724E0	6.420000000E2
2.315160724E0	6.430000000E2
2.355160724E0	6.410000000E2
2.395160724E0	6.400000000E2
2.475160724E0	6.390000000E2
2.515160724E0	6.420000000E2
2.595161724E0	6.400000000E2
2.635160724E0	6.420000000E2
2.715160724E0	6.380000000E2
2.755160724E0	6.430000000E2
2.793620923E0	6.440000000E2
2.833620923E0	6.420000000E2
2.873620923E0	6.390000000E2
2.913620923E0	6.410000000E2
2.953620923E0	6.430000000E2
2.993620923E0	6.420000000E2
3.033620923E0	6.390000000E2
3.073620923E0	6.410000000E2
3.113620923E0	6.430000000E2
3.153620923E0	6.420000000E2
3.193620923E0	6.370000000E2
3.233620923E0	6.430000000E2
3.273620923E0	6.420000000E2
3.313620923E0	6.400000000E2
3.353620923E0	6.440000000E2
3.393620923E0	6.400000000E2
3.433620923E0	6.420000000E2
3.473620923E0	6.400000000E2
3.513620923E0	6.420000000E2
3.553620923E0	6.400000000E2
3.593621923E0	6.430000000E2
3.633620923E0	6.400000000E2
3.673620923E0	6.390000000E2
3.713620923E0	6.400000000E2
3.753620923E0	6.420000000E2
3.793620923E0	6.410000000E2
3.833620923E0	6.450000000E2
3.873620923E0	6.390000000E2
3.913620923E0	6.420000000E2
3.993620923E0	6.410000000E2
4.033620923E0	6.420000000E2
4.073620923E0	6.400000000E2
4.113620923E0	6.430000000E2
4.153620923E0	6.420000000E2
4.193620923E0	6.400000000E2
4.233620923E0	6.390000000E2
4.273620923E0	6.410000000E2
4.313620923E0	6.420000000E2
4.353620923E0	6.410000000E2
4.393620923E0	6.430000000E2
4.433620923E0	6.420000000E2
4.513620923E0	6.410000000E2
4.553620923E0	6.420000000E2
4.593621923E0	6.410000000E2
4.633620923E0	6.390000000E2
4.673620923E0	6.420000000E2
4.713620923E0	6.390000000E2
4.753620923E0	6.410000000E2
4.793620923E0	6.400000000E2
4.873620923E0	6.420000000E2
4.913620923E0	6.430000000E2
4.993620923E0	6.390000000E2
5.033620923E0	6.410000000E2
5.073620923E0	6.390000000E2
5.113620923E0	6.430000000E2
5.153620923E0	6.410000000E2
5.193620923E0	6.420000000E2
5.233620923E0	6.430000000E2
5.273620923E0	6.440000000E2
5.313620923E0	6.400000000E2
5.433620923E0	6.420000000E2
5.473620923E0	6.400000000E2
5.513620923E0	6.410000000E2
5.553620923E0	6.400000000E2
5.593621923E0	6.440000000E2
5.633620923E0	6.450000000E2
