"Time (s)"	"Illuminance (lx)"
4.027323900E-2	2.330000000E2
6.227323900E-2	2.360000000E2
1.422732390E-1	2.290000000E2
2.222732390E-1	2.330000000E2
2.622732390E-1	2.360000000E2
3.022732390E-1	2.330000000E2
4.222732390E-1	2.340000000E2
4.622732390E-1	2.360000000E2
5.022732390E-1	2.330000000E2
5.422732390E-1	2.340000000E2
5.822732390E-1	2.320000000E2
6.222732390E-1	2.350000000E2
6.622742390E-1	2.360000000E2
7.022732390E-1	2.330000000E2
7.422732390E-1	2.310000000E2
7.822732390E-1	2.340000000E2
8.222732390E-1	2.350000000E2
8.622732390E-1	2.360000000E2
9.022732390E-1	2.330000000E2
9.422732390E-1	2.350000000E2
9.822732390E-1	2.360000000E2
1.022273239E0	2.350000000E2
1.102273239E0	2.330000000E2
1.142273239E0	2.350000000E2
1.262273239E0	2.340000000E2
1.302273239E0	2.360000000E2
1.342273239E0	2.330000000E2
1.422273239E0	2.300000000E2
1.462273239E0	2.330000000E2
1.542273239E0	2.340000000E2
1.582273239E0	2.350000000E2
1.622273239E0	2.340000000E2
1.662274239E0	2.330000000E2
1.702273239E0	2.350000000E2
1.742273239E0	2.320000000E2
1.782273239E0	2.330000000E2
1.822273239E0	2.350000000E2
1.862273239E0	2.340000000E2
1.902273239E0	2.330000000E2
1.942273239E0	2.300000000E2
1.982273239E0	2.330000000E2
2.022273239E0	2.350000000E2
2.062273239E0	2.320000000E2
2.102273239E0	2.330000000E2
2.142273239E0	2.360000000E2
2.182273239E0	2.350000000E2
2.222273239E0	2.330000000E2
2.302273239E0	2.350000000E2
2.342273239E0	2.340000000E2
2.422273239E0	2.330000000E2
2.462273239E0	2.350000000E2
2.502273239E0	2.330000000E2
2.542273239E0	2.340000000E2
2.582273239E0	2.330000000E2
2.622273239E0	2.340000000E2
2.662274239E0	2.350000000E2
2.702273239E0	2.360000000E2
2.742273239E0	2.310000000E2
2.782273239E0	2.360000000E2
2.822207423E0	2.340000000E2
2.862207423E0	2.350000000E2
2.982207423E0	2.340000000E2
3.062207423E0	2.330000000E2
3.142207423E0	2.370000000E2
3.182207423E0	2.340000000E2
3.222207423E0	2.350000000E2
3.262207423E0	2.330000000E2
3.302207423E0	2.350000000E2
3.342207423E0	2.330000000E2
3.382207423E0	2.350000000E2
3.422207423E0	2.340000000E2
3.462207423E0	2.320000000E2
3.502207423E0	2.350000000E2
3.542207423E0	2.330000000E2
3.662208423E0	2.350000000E2
3.702207423E0	2.340000000E2
3.742207423E0	2.330000000E2
3.782207423E0	2.310000000E2
3.822207423E0	2.350000000E2
3.862207423E0	2.340000000E2
