"Time (s)"	"Illuminance (lx)"
3.996860900E-2	1.270000000E2
8.196860900E-2	1.260000000E2
1.219686090E-1	1.270000000E2
1.619696090E-1	1.260000000E2
2.019686090E-1	1.230000000E2
2.419686090E-1	1.260000000E2
2.819686090E-1	1.230000000E2
3.219686090E-1	1.270000000E2
3.619686090E-1	1.260000000E2
4.419686090E-1	1.230000000E2
4.819686090E-1	1.260000000E2
5.219686090E-1	1.250000000E2
5.619686090E-1	1.260000000E2
6.419686090E-1	1.230000000E2
6.819686090E-1	1.250000000E2
7.219686090E-1	1.260000000E2
8.019686090E-1	1.240000000E2
8.419686090E-1	1.270000000E2
9.219686090E-1	1.260000000E2
9.619686090E-1	1.230000000E2
1.001968609E0	1.250000000E2
1.121968609E0	1.220000000E2
1.161969609E0	1.260000000E2
1.201968609E0	1.250000000E2
1.321968609E0	1.250000000E2
1.361968609E0	1.260000000E2
1.401968609E0	1.250000000E2
1.481968609E0	1.270000000E2
1.521968609E0	1.250000000E2
1.561968609E0	1.260000000E2
1.601968609E0	1.250000000E2
1.641968609E0	1.210000000E2
1.681968609E0	1.250000000E2
1.721968609E0	1.240000000E2
1.761968609E0	1.250000000E2
1.801968609E0	1.230000000E2
1.841968609E0	1.280000000E2
1.881968609E0	1.240000000E2
1.921968609E0	1.250000000E2
1.961968609E0	1.260000000E2
2.001968609E0	1.240000000E2
2.041968609E0	1.260000000E2
2.081968609E0	1.240000000E2
2.121968609E0	1.250000000E2
2.241968609E0	1.230000000E2
2.281968609E0	1.250000000E2
2.321968609E0	1.230000000E2
2.361968609E0	1.250000000E2
2.401968609E0	1.240000000E2
2.441968609E0	1.260000000E2
2.481968609E0	1.270000000E2
2.521968609E0	1.250000000E2
2.561968609E0	1.240000000E2
2.601968609E0	1.270000000E2
2.641968609E0	1.250000000E2
2.681968609E0	1.200000000E2
2.721968609E0	1.250000000E2
2.799328614E0	1.260000000E2
2.839328614E0	1.230000000E2
2.879328614E0	1.270000000E2
2.959328614E0	1.240000000E2
2.999328614E0	1.230000000E2
3.039328614E0	1.250000000E2
3.079328614E0	1.260000000E2
3.159329614E0	1.240000000E2
3.199328614E0	1.260000000E2
