"Time (s)"	"Illuminance (lx)"
3.660118300E-2	5.990000000E2
5.860118300E-2	6.080000000E2
9.860118300E-2	6.010000000E2
1.786011830E-1	6.060000000E2
2.586011830E-1	6.000000000E2
2.986011830E-1	6.010000000E2
3.386011830E-1	6.090000000E2
3.786011830E-1	6.010000000E2
4.186011830E-1	6.020000000E2
4.586011830E-1	6.040000000E2
4.986011830E-1	6.070000000E2
5.386011830E-1	6.030000000E2
5.786011830E-1	6.020000000E2
6.186011830E-1	6.040000000E2
6.586011830E-1	6.050000000E2
6.986011830E-1	6.010000000E2
7.386011830E-1	6.040000000E2
7.786011830E-1	6.060000000E2
8.186011830E-1	6.040000000E2
8.586011830E-1	6.030000000E2
8.986011830E-1	6.060000000E2
9.386011830E-1	6.020000000E2
9.786011830E-1	6.040000000E2
1.058601183E0	6.030000000E2
1.098601183E0	6.000000000E2
1.138601183E0	6.040000000E2
1.178601183E0	6.080000000E2
1.218601183E0	6.030000000E2
1.258601183E0	6.010000000E2
1.298601183E0	6.060000000E2
1.338601183E0	6.040000000E2
1.418601183E0	6.020000000E2
1.458601183E0	6.060000000E2
1.498601183E0	6.040000000E2
1.538601183E0	6.030000000E2
1.578601183E0	6.040000000E2
1.618601183E0	6.050000000E2
1.658601183E0	6.040000000E2
1.698601183E0	6.050000000E2
1.738601183E0	6.040000000E2
1.818601183E0	6.030000000E2
1.938601183E0	6.040000000E2
1.978601183E0	6.060000000E2
2.018602183E0	6.040000000E2
2.058601183E0	6.030000000E2
2.098601183E0	6.020000000E2
2.138601183E0	6.040000000E2
2.178601183E0	6.060000000E2
2.218601183E0	6.020000000E2
2.258601183E0	6.030000000E2
2.298601183E0	6.040000000E2
2.378601183E0	6.030000000E2
2.418601183E0	6.010000000E2
2.458601183E0	6.060000000E2
2.498601183E0	6.040000000E2
2.538601183E0	6.030000000E2
2.578601183E0	6.060000000E2
2.618601183E0	6.040000000E2
2.658601183E0	6.060000000E2
2.696955231E0	6.020000000E2
2.736955231E0	6.030000000E2
2.776955231E0	6.060000000E2
2.816955231E0	6.040000000E2
2.856955231E0	6.060000000E2
2.896955231E0	6.030000000E2
2.936955231E0	6.050000000E2
2.976955231E0	6.020000000E2
3.016956231E0	6.040000000E2
3.136955231E0	6.040000000E2
3.176955231E0	6.060000000E2
3.256955231E0	6.020000000E2
3.296955231E0	6.030000000E2
3.336955231E0	6.060000000E2
3.376955231E0	6.030000000E2
3.416955231E0	6.020000000E2
3.456955231E0	6.050000000E2
3.536955231E0	6.030000000E2
3.576955231E0	6.040000000E2
3.656955231E0	6.060000000E2
3.696955231E0	6.020000000E2
3.736955231E0	6.040000000E2
3.776955231E0	6.080000000E2
3.816955231E0	6.030000000E2
3.856955231E0	6.060000000E2
3.896955231E0	6.040000000E2
3.936955231E0	6.060000000E2
3.976955231E0	6.020000000E2
4.016956231E0	6.060000000E2
4.056955231E0	6.040000000E2
4.096955231E0	6.050000000E2
4.136955231E0	6.040000000E2
4.256955231E0	6.040000000E2
4.296955231E0	6.030000000E2
4.336955231E0	6.040000000E2
4.376955231E0	6.020000000E2
4.416955231E0	6.010000000E2
4.456955231E0	6.040000000E2
4.496955231E0	6.050000000E2
4.536955231E0	6.080000000E2
4.576955231E0	6.030000000E2
4.616955231E0	6.050000000E2
4.696955231E0	6.020000000E2
4.736955231E0	6.050000000E2
4.776955231E0	6.060000000E2
4.816955231E0	6.030000000E2
4.856955231E0	6.040000000E2
4.896955231E0	6.050000000E2
4.936955231E0	6.060000000E2
4.976955231E0	6.040000000E2
5.056955231E0	6.070000000E2
5.096955231E0	6.030000000E2
5.136955231E0	6.010000000E2
5.176955231E0	6.060000000E2
5.216955231E0	6.030000000E2
5.296955231E0	6.060000000E2
5.336955231E0	6.040000000E2
5.376955231E0	6.010000000E2
5.416955231E0	6.030000000E2
5.496955231E0	6.060000000E2
5.536955231E0	6.040000000E2
5.616955231E0	6.050000000E2
5.656955231E0	6.060000000E2
5.696955231E0	6.050000000E2
5.736955231E0	6.020000000E2
5.776955231E0	6.040000000E2
5.816955231E0	6.050000000E2
5.856955231E0	6.040000000E2
5.896955231E0	6.060000000E2
5.936955231E0	6.080000000E2
5.976955231E0	6.030000000E2
6.096955231E0	6.020000000E2
6.136955231E0	6.010000000E2
6.176955231E0	6.040000000E2
6.256955231E0	6.000000000E2
6.296955231E0	6.030000000E2
6.336955231E0	6.050000000E2
6.376955231E0	6.030000000E2
6.416955231E0	6.040000000E2
6.456955231E0	6.030000000E2
6.496955231E0	6.040000000E2
6.616955231E0	6.080000000E2
6.656955231E0	6.060000000E2
6.696955231E0	6.040000000E2
6.736955231E0	6.050000000E2
6.776955231E0	6.040000000E2
6.856955231E0	5.990000000E2
6.896955231E0	6.020000000E2
6.936955231E0	6.030000000E2
6.976955231E0	6.040000000E2
7.016956231E0	6.030000000E2
7.056955231E0	6.040000000E2
7.096955231E0	6.050000000E2
7.136955231E0	6.030000000E2
7.176955231E0	6.000000000E2
7.216955231E0	6.060000000E2
7.256955231E0	6.030000000E2
7.296955231E0	6.010000000E2
7.336955231E0	6.030000000E2
7.376955231E0	6.040000000E2
7.416955231E0	6.050000000E2
7.456955231E0	6.040000000E2
7.576955231E0	6.040000000E2
7.616955231E0	6.010000000E2
7.656955231E0	6.040000000E2
7.736955231E0	6.000000000E2
7.776955231E0	6.030000000E2
7.816955231E0	6.060000000E2
7.856955231E0	6.050000000E2
7.896955231E0	6.030000000E2
7.936955231E0	6.020000000E2
7.976955231E0	6.050000000E2
8.016955231E0	6.040000000E2
8.056955231E0	6.020000000E2
8.096955231E0	6.060000000E2
8.136955231E0	6.030000000E2
8.176955231E0	6.060000000E2
8.216955231E0	6.040000000E2
8.336955231E0	6.010000000E2
8.376955231E0	6.060000000E2
8.416955231E0	6.050000000E2
8.456955231E0	6.030000000E2
8.496955231E0	6.020000000E2
8.536955231E0	6.040000000E2
8.616955231E0	6.030000000E2
8.656955231E0	6.080000000E2
8.696955231E0	6.050000000E2
8.736955231E0	6.020000000E2
8.776955231E0	6.050000000E2
8.816955231E0	6.040000000E2
8.896955231E0	6.050000000E2
8.976955231E0	6.070000000E2
9.016955231E0	6.020000000E2
9.056955231E0	6.040000000E2
9.136955231E0	6.010000000E2
9.176955231E0	6.060000000E2
9.216955231E0	6.030000000E2
9.256955231E0	6.050000000E2
9.376955231E0	6.050000000E2
9.416955231E0	6.040000000E2
9.456955231E0	6.050000000E2
9.496955231E0	6.040000000E2
9.576955231E0	6.010000000E2
9.616955231E0	6.030000000E2
9.656955231E0	6.040000000E2
9.696955231E0	6.030000000E2
9.816955231E0	6.030000000E2
9.896955231E0	6.060000000E2
9.936955231E0	6.050000000E2
9.976955231E0	6.040000000E2
1.001695623E1	6.060000000E2
1.005695523E1	6.050000000E2
1.009695523E1	6.040000000E2
1.013695523E1	6.050000000E2
1.017695523E1	6.070000000E2
1.021695523E1	6.040000000E2
1.025695523E1	6.030000000E2
1.029695523E1	6.050000000E2
1.037695523E1	6.040000000E2
1.045695523E1	6.030000000E2
1.049695523E1	6.060000000E2
1.053695523E1	6.030000000E2
1.057695523E1	6.050000000E2
1.061695523E1	6.030000000E2
1.065695523E1	6.040000000E2
1.069695523E1	6.030000000E2
1.073695523E1	6.080000000E2
1.077695523E1	6.060000000E2
1.081695523E1	6.030000000E2
1.085695523E1	6.040000000E2
1.089695523E1	6.060000000E2
1.093695523E1	6.070000000E2
1.097695523E1	6.030000000E2
1.101695623E1	6.050000000E2
1.105695523E1	6.070000000E2
1.113695523E1	6.030000000E2
1.117695523E1	6.040000000E2
1.121695523E1	6.070000000E2
1.125695523E1	6.040000000E2
1.133695523E1	6.060000000E2
1.137695523E1	6.030000000E2
1.141695523E1	6.060000000E2
1.145695523E1	6.030000000E2
1.153695523E1	6.040000000E2
1.157695523E1	6.060000000E2
1.161695523E1	6.030000000E2
1.169695523E1	6.080000000E2
1.173695523E1	6.040000000E2
1.181695523E1	6.060000000E2
1.185695523E1	6.050000000E2
1.189695523E1	6.040000000E2
1.193695523E1	6.030000000E2
1.197695523E1	6.060000000E2
1.201695623E1	6.010000000E2
1.205695523E1	6.000000000E2
1.209695523E1	5.970000000E2
