"Time (s)"	"Illuminance (lx)"
4.566522300E-2	2.440000000E2
6.766422300E-2	2.450000000E2
1.076642230E-1	2.430000000E2
1.476642230E-1	2.440000000E2
2.276642230E-1	2.430000000E2
2.676642230E-1	2.450000000E2
3.076642230E-1	2.420000000E2
3.476642230E-1	2.470000000E2
3.876642230E-1	2.450000000E2
4.276642230E-1	2.430000000E2
4.676642230E-1	2.460000000E2
5.076642230E-1	2.440000000E2
5.476652230E-1	2.420000000E2
5.876642230E-1	2.440000000E2
6.276642230E-1	2.460000000E2
6.676642230E-1	2.450000000E2
7.076642230E-1	2.420000000E2
7.476642230E-1	2.440000000E2
7.876642230E-1	2.460000000E2
8.276642230E-1	2.430000000E2
9.076642230E-1	2.450000000E2
9.876642230E-1	2.470000000E2
1.027664223E0	2.430000000E2
1.067664223E0	2.440000000E2
1.187664223E0	2.450000000E2
1.227664223E0	2.440000000E2
1.307664223E0	2.460000000E2
1.347664223E0	2.440000000E2
1.387664223E0	2.430000000E2
1.427664223E0	2.480000000E2
1.467664223E0	2.460000000E2
1.507664223E0	2.420000000E2
1.547665223E0	2.440000000E2
1.587664223E0	2.420000000E2
1.627664223E0	2.460000000E2
1.667664223E0	2.440000000E2
1.707664223E0	2.460000000E2
1.747664223E0	2.450000000E2
1.787664223E0	2.460000000E2
1.827664223E0	2.430000000E2
1.907664223E0	2.470000000E2
1.947664223E0	2.450000000E2
1.987664223E0	2.470000000E2
2.027664223E0	2.440000000E2
2.067664223E0	2.450000000E2
2.187664223E0	2.450000000E2
2.267664223E0	2.480000000E2
2.307664223E0	2.450000000E2
2.387664223E0	2.440000000E2
2.427664223E0	2.420000000E2
2.507664223E0	2.450000000E2
2.547665223E0	2.460000000E2
2.587307384E0	2.440000000E2
2.627307384E0	2.450000000E2
2.667307384E0	2.440000000E2
2.707307384E0	2.460000000E2
2.747307384E0	2.440000000E2
2.787307384E0	2.450000000E2
2.867307384E0	2.460000000E2
2.907307384E0	2.440000000E2
2.947307384E0	2.430000000E2
2.987307384E0	2.450000000E2
3.067307384E0	2.430000000E2
3.107307384E0	2.420000000E2
3.147307384E0	2.460000000E2
3.227307384E0	2.440000000E2
3.267307384E0	2.450000000E2
3.307307384E0	2.460000000E2
3.347307384E0	2.440000000E2
3.387307384E0	2.450000000E2
3.427307384E0	2.440000000E2
3.467307384E0	2.450000000E2
3.507307384E0	2.470000000E2
3.547308384E0	2.450000000E2
3.587307384E0	2.460000000E2
3.627307384E0	2.450000000E2
3.667307384E0	2.460000000E2
3.707307384E0	2.440000000E2
3.747307384E0	2.460000000E2
3.787307384E0	2.430000000E2
3.827307384E0	2.460000000E2
3.867307384E0	2.450000000E2
3.907307384E0	2.460000000E2
3.947307384E0	2.400000000E2
