"Time (s)"	"Illuminance (lx)"
3.901799600E-2	3.610000000E2
8.101799600E-2	3.520000000E2
1.210179960E-1	3.500000000E2
1.610189960E-1	3.550000000E2
2.010179960E-1	3.530000000E2
2.410179960E-1	3.520000000E2
2.810179960E-1	3.530000000E2
3.210179960E-1	3.550000000E2
3.610179960E-1	3.520000000E2
4.010179960E-1	3.530000000E2
4.410179960E-1	3.550000000E2
4.810179960E-1	3.560000000E2
5.210179960E-1	3.500000000E2
5.610179960E-1	3.530000000E2
6.010179960E-1	3.560000000E2
6.410179960E-1	3.530000000E2
6.810179960E-1	3.510000000E2
7.210179960E-1	3.520000000E2
7.610179960E-1	3.540000000E2
8.410179960E-1	3.520000000E2
8.810179960E-1	3.530000000E2
9.210179960E-1	3.540000000E2
9.610179960E-1	3.520000000E2
1.001017996E0	3.510000000E2
1.041017996E0	3.540000000E2
1.081017996E0	3.530000000E2
1.121017996E0	3.520000000E2
1.161018996E0	3.530000000E2
1.241017996E0	3.540000000E2
1.321017996E0	3.530000000E2
1.361017996E0	3.520000000E2
1.401017996E0	3.540000000E2
1.441017996E0	3.550000000E2
1.481017996E0	3.530000000E2
1.521017996E0	3.520000000E2
1.561017996E0	3.550000000E2
1.601017996E0	3.560000000E2
1.641017996E0	3.530000000E2
1.681017996E0	3.520000000E2
1.721017996E0	3.540000000E2
1.761017996E0	3.530000000E2
1.801017996E0	3.550000000E2
1.841017996E0	3.540000000E2
1.881017996E0	3.520000000E2
1.961017996E0	3.550000000E2
2.001017996E0	3.530000000E2
2.041017996E0	3.540000000E2
2.081017996E0	3.550000000E2
2.121017996E0	3.560000000E2
2.161018996E0	3.520000000E2
2.241017996E0	3.540000000E2
2.321017996E0	3.530000000E2
2.361017996E0	3.510000000E2
2.401017996E0	3.530000000E2
2.441017996E0	3.540000000E2
2.481017996E0	3.530000000E2
2.521017996E0	3.520000000E2
2.561017996E0	3.530000000E2
2.599352230E0	3.520000000E2
2.639352230E0	3.550000000E2
2.679352230E0	3.530000000E2
2.719352230E0	3.540000000E2
2.759352230E0	3.550000000E2
2.799352230E0	3.530000000E2
2.879352230E0	3.540000000E2
2.919352230E0	3.530000000E2
2.999352230E0	3.520000000E2
3.039352230E0	3.550000000E2
3.119352230E0	3.530000000E2
3.199352230E0	3.540000000E2
3.279352230E0	3.500000000E2
3.319352230E0	3.520000000E2
3.359352230E0	3.550000000E2
3.399352230E0	3.520000000E2
3.439352230E0	3.530000000E2
3.519352230E0	3.550000000E2
3.559352230E0	3.510000000E2
3.599352230E0	3.530000000E2
3.639352230E0	3.520000000E2
3.679352230E0	3.540000000E2
3.719352230E0	3.550000000E2
3.759352230E0	3.500000000E2
3.799352230E0	3.520000000E2
3.839352230E0	3.560000000E2
3.879352230E0	3.550000000E2
3.919352230E0	3.530000000E2
3.959352230E0	3.540000000E2
4.079352230E0	3.550000000E2
4.119352230E0	3.530000000E2
4.199352230E0	3.550000000E2
4.239352230E0	3.530000000E2
4.279352230E0	3.520000000E2
4.359352230E0	3.540000000E2
4.399352230E0	3.550000000E2
4.439352230E0	3.520000000E2
4.479352230E0	3.550000000E2
4.519352230E0	3.540000000E2
4.559352230E0	3.530000000E2
4.599352230E0	3.540000000E2
4.639352230E0	3.550000000E2
4.719352230E0	3.540000000E2
4.759352230E0	3.500000000E2
4.799352230E0	3.540000000E2
4.839352230E0	3.550000000E2
4.879352230E0	3.520000000E2
4.919352230E0	3.510000000E2
4.959352230E0	3.560000000E2
4.999352230E0	3.530000000E2
5.039352230E0	3.560000000E2
5.079352230E0	3.500000000E2
5.119352230E0	3.570000000E2
5.159353230E0	3.550000000E2
5.239352230E0	3.520000000E2
5.279352230E0	3.530000000E2
5.319352230E0	3.560000000E2
5.359352230E0	3.530000000E2
5.399352230E0	3.510000000E2
5.439352230E0	3.500000000E2
5.479352230E0	3.540000000E2
5.519352230E0	3.560000000E2
5.559352230E0	3.530000000E2
5.599352230E0	3.520000000E2
5.639352230E0	3.560000000E2
5.679352230E0	3.550000000E2
5.719352230E0	3.540000000E2
5.759352230E0	3.510000000E2
5.799352230E0	3.560000000E2
5.839352230E0	3.530000000E2
5.959352230E0	3.540000000E2
5.999352230E0	3.570000000E2
6.039352230E0	3.550000000E2
6.079352230E0	3.520000000E2
6.119352230E0	3.530000000E2
6.159353230E0	3.560000000E2
6.279352230E0	3.540000000E2
6.359352230E0	3.520000000E2
6.399352230E0	3.530000000E2
6.439352230E0	3.500000000E2
6.479352230E0	3.530000000E2
6.519352230E0	3.540000000E2
6.559352230E0	3.520000000E2
6.599352230E0	3.530000000E2
6.679352230E0	3.560000000E2
6.719352230E0	3.550000000E2
6.759352230E0	3.520000000E2
6.839352230E0	3.540000000E2
6.879352230E0	3.550000000E2
6.919352230E0	3.540000000E2
6.959352230E0	3.520000000E2
6.999352230E0	3.560000000E2
7.079352230E0	3.520000000E2
7.119352230E0	3.540000000E2
7.199352230E0	3.560000000E2
7.239352230E0	3.550000000E2
7.279352230E0	3.530000000E2
7.319352230E0	3.560000000E2
7.359352230E0	3.550000000E2
7.399352230E0	3.520000000E2
7.439352230E0	3.550000000E2
7.479352230E0	3.540000000E2
7.559352230E0	3.530000000E2
7.639352230E0	3.540000000E2
7.679352230E0	3.560000000E2
7.719352230E0	3.550000000E2
7.759352230E0	3.540000000E2
7.799352230E0	3.550000000E2
7.839352230E0	3.540000000E2
7.879352230E0	3.550000000E2
7.919352230E0	3.510000000E2
7.959352230E0	3.530000000E2
7.999352230E0	3.540000000E2
8.079352230E0	3.550000000E2
8.119352230E0	3.530000000E2
8.159353230E0	3.550000000E2
8.199352230E0	3.560000000E2
8.239352230E0	3.550000000E2
8.279352230E0	3.520000000E2
8.319352230E0	3.550000000E2
8.359352230E0	3.560000000E2
8.399352230E0	3.530000000E2
8.439352230E0	3.570000000E2
8.479352230E0	3.560000000E2
8.519352230E0	3.570000000E2
8.559352230E0	3.550000000E2
8.599352230E0	3.530000000E2
8.639352230E0	3.550000000E2
8.679352230E0	3.530000000E2
8.719352230E0	3.520000000E2
8.759352230E0	3.560000000E2
8.839352230E0	3.570000000E2
8.879352230E0	3.550000000E2
8.959352230E0	3.540000000E2
8.999352230E0	3.550000000E2
9.039352230E0	3.530000000E2
9.079352230E0	3.550000000E2
9.119352230E0	3.530000000E2
9.199352230E0	3.500000000E2
9.239352230E0	3.530000000E2
9.279352230E0	3.540000000E2
9.319352230E0	3.570000000E2
