"Time (s)"	"Illuminance (lx)"
3.194075400E-2	5.330000000E2
5.394075400E-2	5.340000000E2
9.394075400E-2	5.280000000E2
1.339407540E-1	5.310000000E2
1.739407540E-1	5.370000000E2
2.139407540E-1	5.340000000E2
2.539407540E-1	5.280000000E2
2.939407540E-1	5.360000000E2
3.339407540E-1	5.350000000E2
3.739407540E-1	5.300000000E2
4.139407540E-1	5.330000000E2
4.539407540E-1	5.360000000E2
4.939407540E-1	5.310000000E2
5.339407540E-1	5.280000000E2
5.739407540E-1	5.310000000E2
6.139407540E-1	5.360000000E2
6.539407540E-1	5.340000000E2
6.939407540E-1	5.310000000E2
7.339407540E-1	5.330000000E2
8.139407540E-1	5.320000000E2
8.939407540E-1	5.330000000E2
9.339407540E-1	5.310000000E2
9.739407540E-1	5.320000000E2
1.013940754E0	5.330000000E2
1.053940754E0	5.320000000E2
1.093940754E0	5.290000000E2
1.133940754E0	5.330000000E2
1.173940754E0	5.370000000E2
1.213940754E0	5.300000000E2
1.253940754E0	5.320000000E2
1.293940754E0	5.340000000E2
1.333940754E0	5.350000000E2
1.373940754E0	5.330000000E2
1.413940754E0	5.320000000E2
1.453940754E0	5.350000000E2
1.493940754E0	5.330000000E2
1.533940754E0	5.320000000E2
1.613940754E0	5.330000000E2
1.653940754E0	5.340000000E2
1.693940754E0	5.350000000E2
1.733940754E0	5.320000000E2
1.813940754E0	5.330000000E2
1.933940754E0	5.330000000E2
2.053940754E0	5.340000000E2
2.093940754E0	5.350000000E2
2.133940754E0	5.330000000E2
2.253940754E0	5.330000000E2
2.293940754E0	5.320000000E2
2.373940754E0	5.330000000E2
2.413940754E0	5.340000000E2
2.453940754E0	5.320000000E2
2.493940754E0	5.310000000E2
2.573940754E0	5.320000000E2
2.613940754E0	5.330000000E2
2.653940754E0	5.350000000E2
2.693940754E0	5.330000000E2
2.733940754E0	5.310000000E2
2.773940754E0	5.330000000E2
2.812867768E0	5.350000000E2
2.852867768E0	5.300000000E2
2.892867768E0	5.330000000E2
2.932867768E0	5.340000000E2
2.972867768E0	5.350000000E2
3.012867768E0	5.310000000E2
3.052867768E0	5.330000000E2
3.092867768E0	5.340000000E2
3.132867768E0	5.330000000E2
3.172867768E0	5.350000000E2
3.212867768E0	5.320000000E2
3.252867768E0	5.330000000E2
3.292867768E0	5.350000000E2
3.372867768E0	5.320000000E2
3.412867768E0	5.310000000E2
3.452867768E0	5.330000000E2
3.532867768E0	5.320000000E2
3.572867768E0	5.330000000E2
3.612867768E0	5.320000000E2
3.652867768E0	5.300000000E2
3.692867768E0	5.330000000E2
3.772867768E0	5.290000000E2
3.812867768E0	5.310000000E2
3.852867768E0	5.360000000E2
3.892867768E0	5.330000000E2
3.972867768E0	5.350000000E2
4.012867768E0	5.320000000E2
4.052867768E0	5.360000000E2
4.092867768E0	5.320000000E2
4.172867768E0	5.350000000E2
4.212867768E0	5.330000000E2
4.252867768E0	5.320000000E2
4.292867768E0	5.300000000E2
4.332867768E0	5.320000000E2
4.372867768E0	5.330000000E2
4.412867768E0	5.320000000E2
4.492867768E0	5.330000000E2
4.532867768E0	5.360000000E2
4.572867768E0	5.330000000E2
4.612867768E0	5.340000000E2
4.652867768E0	5.320000000E2
4.732867768E0	5.340000000E2
4.772867768E0	5.320000000E2
4.892867768E0	5.350000000E2
4.932867768E0	5.310000000E2
5.012867768E0	5.350000000E2
5.092867768E0	5.360000000E2
5.132867768E0	5.300000000E2
5.172867768E0	5.330000000E2
5.212867768E0	5.340000000E2
5.292867768E0	5.290000000E2
5.332867768E0	5.330000000E2
5.372867768E0	5.350000000E2
5.412867768E0	5.340000000E2
5.452867768E0	5.330000000E2
5.492867768E0	5.320000000E2
5.532867768E0	5.340000000E2
5.572867768E0	5.330000000E2
5.612867768E0	5.340000000E2
5.692867768E0	5.320000000E2
5.732867768E0	5.340000000E2
5.772867768E0	5.330000000E2
5.812867768E0	5.320000000E2
5.852867768E0	5.330000000E2
5.892867768E0	5.320000000E2
5.932867768E0	5.330000000E2
5.972867768E0	5.320000000E2
6.052867768E0	5.330000000E2
6.092867768E0	5.350000000E2
6.132867768E0	5.330000000E2
6.212867768E0	5.350000000E2
6.292867768E0	5.300000000E2
6.372867768E0	5.330000000E2
6.412867768E0	5.360000000E2
6.452867768E0	5.310000000E2
6.492867768E0	5.320000000E2
6.572867768E0	5.340000000E2
6.612867768E0	5.350000000E2
6.652867768E0	5.310000000E2
6.692867768E0	5.340000000E2
6.732867768E0	5.330000000E2
6.812867768E0	5.320000000E2
6.892867768E0	5.350000000E2
6.972867768E0	5.320000000E2
7.012867768E0	5.330000000E2
7.052867768E0	5.300000000E2
7.092867768E0	5.330000000E2
7.212867768E0	5.340000000E2
7.292867768E0	5.350000000E2
7.372867768E0	5.320000000E2
7.412867768E0	5.350000000E2
7.452867768E0	5.340000000E2
7.492867768E0	5.320000000E2
7.572867768E0	5.330000000E2
7.692867768E0	5.340000000E2
7.732867768E0	5.330000000E2
7.812867768E0	5.340000000E2
7.852867768E0	5.350000000E2
7.892867768E0	5.320000000E2
7.932867768E0	5.280000000E2
7.972867768E0	5.320000000E2
8.012867768E0	5.350000000E2
8.092867768E0	5.320000000E2
8.132867768E0	5.330000000E2
8.172867768E0	5.350000000E2
8.212867768E0	5.320000000E2
8.252867768E0	5.330000000E2
8.332867768E0	5.320000000E2
8.372867768E0	5.350000000E2
8.412867768E0	5.320000000E2
8.452867768E0	5.310000000E2
8.492867768E0	5.320000000E2
8.532867768E0	5.360000000E2
8.572867768E0	5.350000000E2
8.612867768E0	5.310000000E2
8.652867768E0	5.330000000E2
8.692867768E0	5.320000000E2
8.732867768E0	5.330000000E2
8.772867768E0	5.320000000E2
8.812867768E0	5.350000000E2
8.932867768E0	5.330000000E2
9.052867768E0	5.300000000E2
9.092867768E0	5.320000000E2
9.132867768E0	5.330000000E2
9.172867768E0	5.310000000E2
9.212867768E0	5.350000000E2
9.252867768E0	5.340000000E2
9.332867768E0	5.330000000E2
9.412867768E0	5.340000000E2
9.452867768E0	5.320000000E2
9.492867768E0	5.300000000E2
9.532867768E0	5.310000000E2
9.572867768E0	5.320000000E2
9.612867768E0	5.360000000E2
9.652867768E0	5.320000000E2
9.692867768E0	5.350000000E2
9.732867768E0	5.340000000E2
9.772867768E0	5.350000000E2
9.812867768E0	5.330000000E2
9.852867768E0	5.320000000E2
9.892867768E0	5.340000000E2
9.932867768E0	5.330000000E2
1.001286777E1	5.320000000E2
1.005286777E1	5.330000000E2
1.009286777E1	5.360000000E2
1.013286777E1	5.310000000E2
1.017286777E1	5.350000000E2
1.021286777E1	5.300000000E2
1.025286777E1	5.340000000E2
1.029286777E1	5.350000000E2
1.033286777E1	5.370000000E2
1.037286777E1	5.330000000E2
1.041286777E1	5.340000000E2
1.045286777E1	5.360000000E2
1.049286777E1	5.350000000E2
1.053286777E1	5.330000000E2
1.057286777E1	5.340000000E2
1.061286777E1	5.320000000E2
1.065286777E1	5.340000000E2
1.069286777E1	5.350000000E2
1.073286777E1	5.290000000E2
1.077286777E1	5.350000000E2
1.081286777E1	5.330000000E2
1.089286777E1	5.350000000E2
1.093286777E1	5.330000000E2
1.097286777E1	5.340000000E2
1.101286777E1	5.320000000E2
1.105286777E1	5.340000000E2
1.109286777E1	5.320000000E2
1.113286777E1	5.310000000E2
1.117286777E1	5.290000000E2
1.121286777E1	5.310000000E2
